schema_version,run_id,agent_id,agent_version,request_index,text_index,category,source,role,path,chars,tokens,preview
hibench.benchmark.v1,codex-0.56.0-hi,codex,0.56.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.57.0-hi,codex,0.57.0,1,1,system_prompt,main_instructions,,instructions,11001,2351,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- T"
hibench.benchmark.v1,codex-0.57.0-hi,codex,0.57.0,1,2,environment_context,injected_user_context,user,input.0.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.57.0-hi,codex,0.57.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.58.0-hi,codex,0.58.0,1,1,system_prompt,main_instructions,,instructions,11001,2351,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- T"
hibench.benchmark.v1,codex-0.58.0-hi,codex,0.58.0,1,2,environment_context,injected_user_context,user,input.0.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.58.0-hi,codex,0.58.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.59.0-hi,codex,0.59.0,1,1,system_prompt,main_instructions,,instructions,11715,2485,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.59.0-hi,codex,0.59.0,1,2,environment_context,injected_user_context,user,input.0.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.59.0-hi,codex,0.59.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.61.0-hi,codex,0.61.0,1,1,system_prompt,main_instructions,,instructions,10773,2297,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.61.0-hi,codex,0.61.0,1,2,environment_context,injected_user_context,user,input.0.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.61.0-hi,codex,0.61.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.63.0-hi,codex,0.63.0,1,1,system_prompt,main_instructions,,instructions,10773,2297,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.63.0-hi,codex,0.63.0,1,2,environment_context,injected_user_context,user,input.0.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.63.0-hi,codex,0.63.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.64.0-hi,codex,0.64.0,1,1,system_prompt,main_instructions,,instructions,10773,2297,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.64.0-hi,codex,0.64.0,1,2,environment_context,injected_user_context,user,input.0.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.64.0-hi,codex,0.64.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.65.0-hi,codex,0.65.0,1,1,system_prompt,main_instructions,,instructions,11715,2485,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.65.0-hi,codex,0.65.0,1,2,environment_context,injected_user_context,user,input.0.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.65.0-hi,codex,0.65.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.66.0-hi,codex,0.66.0,1,1,system_prompt,main_instructions,,instructions,11715,2485,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.66.0-hi,codex,0.66.0,1,2,environment_context,injected_user_context,user,input.0.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.66.0-hi,codex,0.66.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.69.0-hi,codex,0.69.0,1,1,system_prompt,main_instructions,,instructions,11693,2476,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.69.0-hi,codex,0.69.0,1,2,environment_context,injected_user_context,user,input.0.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.69.0-hi,codex,0.69.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.71.0-hi,codex,0.71.0,1,1,system_prompt,main_instructions,,instructions,11693,2476,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.71.0-hi,codex,0.71.0,1,2,environment_context,injected_user_context,user,input.0.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.71.0-hi,codex,0.71.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.72.0-hi,codex,0.72.0,1,1,system_prompt,main_instructions,,instructions,11693,2476,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.72.0-hi,codex,0.72.0,1,2,environment_context,injected_user_context,user,input.0.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.72.0-hi,codex,0.72.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.73.0-hi,codex,0.73.0,1,1,system_prompt,main_instructions,,instructions,11693,2476,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.73.0-hi,codex,0.73.0,1,2,environment_context,injected_user_context,user,input.0.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.73.0-hi,codex,0.73.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.74.0-hi,codex,0.74.0,1,1,system_prompt,main_instructions,,instructions,11693,2476,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.74.0-hi,codex,0.74.0,1,2,environment_context,injected_user_context,user,input.0.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.74.0-hi,codex,0.74.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.75.0-hi,codex,0.75.0,1,1,system_prompt,main_instructions,,instructions,11693,2476,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.75.0-hi,codex,0.75.0,1,2,environment_context,injected_user_context,user,input.0.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.75.0-hi,codex,0.75.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.76.0-hi,codex,0.76.0,1,1,system_prompt,main_instructions,,instructions,11693,2476,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.76.0-hi,codex,0.76.0,1,2,user_prompt,user_prompt,user,input.0.content.0.text,3174,721,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
These skills are discovered at startup from multiple l"
hibench.benchmark.v1,codex-0.76.0-hi,codex,0.76.0,1,3,environment_context,injected_user_context,user,input.1.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.76.0-hi,codex,0.76.0,1,4,user_prompt,user_prompt,user,input.2.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.77.0-hi,codex,0.77.0,1,1,system_prompt,main_instructions,,instructions,11693,2476,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.77.0-hi,codex,0.77.0,1,2,user_prompt,user_prompt,user,input.0.content.0.text,2883,644,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
These skills are discovered at startup from multiple l"
hibench.benchmark.v1,codex-0.77.0-hi,codex,0.77.0,1,3,environment_context,injected_user_context,user,input.1.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.77.0-hi,codex,0.77.0,1,4,user_prompt,user_prompt,user,input.2.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.78.0-hi,codex,0.78.0,1,1,system_prompt,main_instructions,,instructions,11693,2476,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.78.0-hi,codex,0.78.0,1,2,user_prompt,user_prompt,user,input.0.content.0.text,2793,633,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
A skill is a set of local instructions to follow that "
hibench.benchmark.v1,codex-0.78.0-hi,codex,0.78.0,1,3,environment_context,injected_user_context,user,input.1.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.78.0-hi,codex,0.78.0,1,4,user_prompt,user_prompt,user,input.2.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.79.0-hi,codex,0.79.0,1,1,system_prompt,main_instructions,,instructions,11693,2476,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.79.0-hi,codex,0.79.0,1,2,user_prompt,user_prompt,user,input.0.content.0.text,2793,633,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
A skill is a set of local instructions to follow that "
hibench.benchmark.v1,codex-0.79.0-hi,codex,0.79.0,1,3,environment_context,injected_user_context,user,input.1.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.79.0-hi,codex,0.79.0,1,4,user_prompt,user_prompt,user,input.2.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.8.0-hi,codex,0.8.0,1,1,system_prompt,main_instructions,,instructions,5698,1349,"Please resolve the user's task by editing and testing the code files in your current code execution session.
You are a d"
hibench.benchmark.v1,codex-0.8.0-hi,codex,0.8.0,1,2,user_prompt,user_prompt,user,input.0.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.80.0-hi,codex,0.80.0,1,1,system_prompt,main_instructions,,instructions,11693,2476,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.80.0-hi,codex,0.80.0,1,2,user_prompt,user_prompt,user,input.0.content.0.text,2793,633,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
A skill is a set of local instructions to follow that "
hibench.benchmark.v1,codex-0.80.0-hi,codex,0.80.0,1,3,environment_context,injected_user_context,user,input.1.content.0.text,220,55,"<environment_context>
  <cwd>/workspace</cwd>
  <approval_policy>never</approval_policy>
  <sandbox_mode>read-only</sand"
hibench.benchmark.v1,codex-0.80.0-hi,codex,0.80.0,1,4,user_prompt,user_prompt,user,input.2.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.81.0-hi,codex,0.81.0,1,1,system_prompt,main_instructions,,instructions,7563,1624,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.81.0-hi,codex,0.81.0,1,2,system_prompt,permissions_instructions,developer,input.0.content.0.text,936,184,<permissions instructions>Filesystem sandboxing defines which files can be read or written. `sandbox_mode` is `read-only
hibench.benchmark.v1,codex-0.81.0-hi,codex,0.81.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2793,633,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
A skill is a set of local instructions to follow that "
hibench.benchmark.v1,codex-0.81.0-hi,codex,0.81.0,1,4,environment_context,injected_user_context,user,input.2.content.0.text,90,24,"<environment_context>
  <cwd>/workspace</cwd>
  <shell>bash</shell>
</environment_context>"
hibench.benchmark.v1,codex-0.81.0-hi,codex,0.81.0,1,5,user_prompt,user_prompt,user,input.3.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.84.0-hi,codex,0.84.0,1,1,system_prompt,main_instructions,,instructions,7563,1624,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.84.0-hi,codex,0.84.0,1,2,system_prompt,permissions_instructions,developer,input.0.content.0.text,936,184,<permissions instructions>Filesystem sandboxing defines which files can be read or written. `sandbox_mode` is `read-only
hibench.benchmark.v1,codex-0.84.0-hi,codex,0.84.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2793,633,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
A skill is a set of local instructions to follow that "
hibench.benchmark.v1,codex-0.84.0-hi,codex,0.84.0,1,4,environment_context,injected_user_context,user,input.2.content.0.text,90,24,"<environment_context>
  <cwd>/workspace</cwd>
  <shell>bash</shell>
</environment_context>"
hibench.benchmark.v1,codex-0.84.0-hi,codex,0.84.0,1,5,user_prompt,user_prompt,user,input.3.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.85.0-hi,codex,0.85.0,1,1,system_prompt,main_instructions,,instructions,7563,1624,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.85.0-hi,codex,0.85.0,1,2,system_prompt,permissions_instructions,developer,input.0.content.0.text,936,184,<permissions instructions>Filesystem sandboxing defines which files can be read or written. `sandbox_mode` is `read-only
hibench.benchmark.v1,codex-0.85.0-hi,codex,0.85.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2793,633,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
A skill is a set of local instructions to follow that "
hibench.benchmark.v1,codex-0.85.0-hi,codex,0.85.0,1,4,environment_context,injected_user_context,user,input.2.content.0.text,90,24,"<environment_context>
  <cwd>/workspace</cwd>
  <shell>bash</shell>
</environment_context>"
hibench.benchmark.v1,codex-0.85.0-hi,codex,0.85.0,1,5,user_prompt,user_prompt,user,input.3.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.86.0-hi,codex,0.86.0,1,1,system_prompt,main_instructions,,instructions,7563,1624,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.86.0-hi,codex,0.86.0,1,2,system_prompt,permissions_instructions,developer,input.0.content.0.text,936,184,<permissions instructions>Filesystem sandboxing defines which files can be read or written. `sandbox_mode` is `read-only
hibench.benchmark.v1,codex-0.86.0-hi,codex,0.86.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2793,633,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
A skill is a set of local instructions to follow that "
hibench.benchmark.v1,codex-0.86.0-hi,codex,0.86.0,1,4,environment_context,injected_user_context,user,input.2.content.0.text,90,24,"<environment_context>
  <cwd>/workspace</cwd>
  <shell>bash</shell>
</environment_context>"
hibench.benchmark.v1,codex-0.86.0-hi,codex,0.86.0,1,5,user_prompt,user_prompt,user,input.3.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.87.0-hi,codex,0.87.0,1,1,system_prompt,main_instructions,,instructions,7563,1624,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.87.0-hi,codex,0.87.0,1,2,system_prompt,permissions_instructions,developer,input.0.content.0.text,936,184,<permissions instructions>Filesystem sandboxing defines which files can be read or written. `sandbox_mode` is `read-only
hibench.benchmark.v1,codex-0.87.0-hi,codex,0.87.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2793,633,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
A skill is a set of local instructions to follow that "
hibench.benchmark.v1,codex-0.87.0-hi,codex,0.87.0,1,4,environment_context,injected_user_context,user,input.2.content.0.text,90,24,"<environment_context>
  <cwd>/workspace</cwd>
  <shell>bash</shell>
</environment_context>"
hibench.benchmark.v1,codex-0.87.0-hi,codex,0.87.0,1,5,user_prompt,user_prompt,user,input.3.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.88.0-hi,codex,0.88.0,1,1,system_prompt,main_instructions,,instructions,7563,1624,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.88.0-hi,codex,0.88.0,1,2,system_prompt,permissions_instructions,developer,input.0.content.0.text,936,184,<permissions instructions>Filesystem sandboxing defines which files can be read or written. `sandbox_mode` is `read-only
hibench.benchmark.v1,codex-0.88.0-hi,codex,0.88.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2793,633,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
A skill is a set of local instructions to follow that "
hibench.benchmark.v1,codex-0.88.0-hi,codex,0.88.0,1,4,environment_context,injected_user_context,user,input.2.content.0.text,90,24,"<environment_context>
  <cwd>/workspace</cwd>
  <shell>bash</shell>
</environment_context>"
hibench.benchmark.v1,codex-0.88.0-hi,codex,0.88.0,1,5,user_prompt,user_prompt,user,input.3.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.89.0-hi,codex,0.89.0,1,1,system_prompt,main_instructions,,instructions,7563,1624,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.89.0-hi,codex,0.89.0,1,2,system_prompt,permissions_instructions,developer,input.0.content.0.text,936,184,<permissions instructions>Filesystem sandboxing defines which files can be read or written. `sandbox_mode` is `read-only
hibench.benchmark.v1,codex-0.89.0-hi,codex,0.89.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2793,633,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
A skill is a set of local instructions to follow that "
hibench.benchmark.v1,codex-0.89.0-hi,codex,0.89.0,1,4,environment_context,injected_user_context,user,input.2.content.0.text,90,24,"<environment_context>
  <cwd>/workspace</cwd>
  <shell>bash</shell>
</environment_context>"
hibench.benchmark.v1,codex-0.89.0-hi,codex,0.89.0,1,5,user_prompt,user_prompt,user,input.3.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.9.0-hi,codex,0.9.0,1,1,system_prompt,main_instructions,,instructions,5698,1349,"Please resolve the user's task by editing and testing the code files in your current code execution session.
You are a d"
hibench.benchmark.v1,codex-0.9.0-hi,codex,0.9.0,1,2,user_prompt,user_prompt,user,input.0.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.90.0-hi,codex,0.90.0,1,1,system_prompt,main_instructions,,instructions,7563,1624,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.90.0-hi,codex,0.90.0,1,2,system_prompt,permissions_instructions,developer,input.0.content.0.text,936,184,<permissions instructions>Filesystem sandboxing defines which files can be read or written. `sandbox_mode` is `read-only
hibench.benchmark.v1,codex-0.90.0-hi,codex,0.90.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2793,633,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
A skill is a set of local instructions to follow that"
hibench.benchmark.v1,codex-0.90.0-hi,codex,0.90.0,1,4,environment_context,injected_user_context,user,input.2.content.0.text,90,24,"<environment_context>
  <cwd>/workspace</cwd>
  <shell>bash</shell>
</environment_context>"
hibench.benchmark.v1,codex-0.90.0-hi,codex,0.90.0,1,5,user_prompt,user_prompt,user,input.3.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.91.0-hi,codex,0.91.0,1,1,system_prompt,main_instructions,,instructions,7563,1624,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.91.0-hi,codex,0.91.0,1,2,system_prompt,permissions_instructions,developer,input.0.content.0.text,936,184,<permissions instructions>Filesystem sandboxing defines which files can be read or written. `sandbox_mode` is `read-only
hibench.benchmark.v1,codex-0.91.0-hi,codex,0.91.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2793,633,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
A skill is a set of local instructions to follow that "
hibench.benchmark.v1,codex-0.91.0-hi,codex,0.91.0,1,4,environment_context,injected_user_context,user,input.2.content.0.text,90,24,"<environment_context>
  <cwd>/workspace</cwd>
  <shell>bash</shell>
</environment_context>"
hibench.benchmark.v1,codex-0.91.0-hi,codex,0.91.0,1,5,user_prompt,user_prompt,user,input.3.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.92.0-hi,codex,0.92.0,1,1,system_prompt,main_instructions,,instructions,7563,1624,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.92.0-hi,codex,0.92.0,1,2,system_prompt,permissions_instructions,developer,input.0.content.0.text,936,184,<permissions instructions>Filesystem sandboxing defines which files can be read or written. `sandbox_mode` is `read-only
hibench.benchmark.v1,codex-0.92.0-hi,codex,0.92.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2793,633,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
A skill is a set of local instructions to follow that "
hibench.benchmark.v1,codex-0.92.0-hi,codex,0.92.0,1,4,environment_context,injected_user_context,user,input.2.content.0.text,90,24,"<environment_context>
  <cwd>/workspace</cwd>
  <shell>bash</shell>
</environment_context>"
hibench.benchmark.v1,codex-0.92.0-hi,codex,0.92.0,1,5,user_prompt,user_prompt,user,input.3.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.93.0-hi,codex,0.93.0,1,1,system_prompt,main_instructions,,instructions,7563,1624,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.93.0-hi,codex,0.93.0,1,2,system_prompt,permissions_instructions,developer,input.0.content.0.text,939,185,"<permissions instructions>
Filesystem sandboxing defines which files can be read or written. `sandbox_mode` is `read-onl"
hibench.benchmark.v1,codex-0.93.0-hi,codex,0.93.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2793,633,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
A skill is a set of local instructions to follow that "
hibench.benchmark.v1,codex-0.93.0-hi,codex,0.93.0,1,4,environment_context,injected_user_context,user,input.2.content.0.text,90,24,"<environment_context>
  <cwd>/workspace</cwd>
  <shell>bash</shell>
</environment_context>"
hibench.benchmark.v1,codex-0.93.0-hi,codex,0.93.0,1,5,user_prompt,user_prompt,user,input.3.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.94.0-hi,codex,0.94.0,1,1,system_prompt,main_instructions,,instructions,7563,1624,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.94.0-hi,codex,0.94.0,1,2,system_prompt,permissions_instructions,developer,input.0.content.0.text,939,185,"<permissions instructions>
Filesystem sandboxing defines which files can be read or written. `sandbox_mode` is `read-onl"
hibench.benchmark.v1,codex-0.94.0-hi,codex,0.94.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2972,675,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
A skill is a set of local instructions to follow that "
hibench.benchmark.v1,codex-0.94.0-hi,codex,0.94.0,1,4,environment_context,injected_user_context,user,input.2.content.0.text,90,24,"<environment_context>
  <cwd>/workspace</cwd>
  <shell>bash</shell>
</environment_context>"
hibench.benchmark.v1,codex-0.94.0-hi,codex,0.94.0,1,5,user_prompt,user_prompt,user,input.3.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.95.0-hi,codex,0.95.0,1,1,system_prompt,main_instructions,,instructions,7563,1624,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.95.0-hi,codex,0.95.0,1,2,system_prompt,permissions_instructions,developer,input.0.content.0.text,939,185,"<permissions instructions>
Filesystem sandboxing defines which files can be read or written. `sandbox_mode` is `read-onl"
hibench.benchmark.v1,codex-0.95.0-hi,codex,0.95.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2972,675,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
A skill is a set of local instructions to follow that "
hibench.benchmark.v1,codex-0.95.0-hi,codex,0.95.0,1,4,environment_context,injected_user_context,user,input.2.content.0.text,90,24,"<environment_context>
  <cwd>/workspace</cwd>
  <shell>bash</shell>
</environment_context>"
hibench.benchmark.v1,codex-0.95.0-hi,codex,0.95.0,1,5,user_prompt,user_prompt,user,input.3.content.0.text,2,1,Hi
hibench.benchmark.v1,codex-0.96.0-hi,codex,0.96.0,1,1,system_prompt,main_instructions,,instructions,7563,1624,"You are Codex, based on GPT-5. You are running as a coding agent in the Codex CLI on a user's computer.

## General

- W"
hibench.benchmark.v1,codex-0.96.0-hi,codex,0.96.0,1,2,system_prompt,permissions_instructions,developer,input.0.content.0.text,939,185,"<permissions instructions>
Filesystem sandboxing defines which files can be read or written. `sandbox_mode` is `read-onl"
hibench.benchmark.v1,codex-0.96.0-hi,codex,0.96.0,1,3,user_prompt,user_prompt,user,input.1.content.0.text,2972,675,"# AGENTS.md instructions for /workspace

<INSTRUCTIONS>
## Skills
A skill is a set of local instructions to follow that "
hibench.benchmark.v1,codex-0.96.0-hi,codex,0.96.0,1,4,environment_context,injected_user_context,user,input.2.content.0.text,90,24,"<environment_context>
  <cwd>/workspace</cwd>
  <shell>bash</shell>
</environment_context>"
hibench.benchmark.v1,codex-0.96.0-hi,codex,0.96.0,1,5,user_prompt,user_prompt,user,input.3.content.0.text,2,1,Hi
