schema_version,run_id,agent_id,agent_version,request_index,marker_index,marker_name,source_type,is_counted,path,chars,tokens,preview
hibench.benchmark.v1,claude-code-2.1.162-hi,claude-code,2.1.162,2,8,subagent_8,text_mention,False,tools.23.description,18336,4203,Execute a workflow script that orchestrates multiple subagents deterministically. Workflows run in the background — this
hibench.benchmark.v1,claude-code-2.1.163-hi,claude-code,2.1.163,1,1,subagent_1,text_mention,False,messages.1.content,4464,1037,"The following skills are available for use with the Skill tool:

- deep-research: Deep research harness — fan-out web se"
hibench.benchmark.v1,claude-code-2.1.163-hi,claude-code,2.1.163,1,2,claude,declaration,True,tools.0.description.subagent.0,132,32,- claude: Catch-all for any task that doesn't fit a more specific agent. FleetView's default when no agent name is typed
hibench.benchmark.v1,claude-code-2.1.163-hi,claude-code,2.1.163,1,3,Explore,declaration,True,tools.0.description.subagent.1,482,99,"- Explore: Read-only search agent for broad fan-out searches — when answering means sweeping many files, directories, or"
hibench.benchmark.v1,claude-code-2.1.163-hi,claude-code,2.1.163,1,4,general-purpose,declaration,True,tools.0.description.subagent.2,309,61,"- general-purpose: General-purpose agent for researching complex questions, searching for code, and executing multi-step"
hibench.benchmark.v1,claude-code-2.1.163-hi,claude-code,2.1.163,1,5,Plan,declaration,True,tools.0.description.subagent.3,307,60,- Plan: Software architect agent for designing implementation plans. Use this when you need to plan the implementation s
hibench.benchmark.v1,claude-code-2.1.163-hi,claude-code,2.1.163,1,6,statusline-setup,declaration,True,tools.0.description.subagent.4,111,26,"- statusline-setup: Use this agent to configure the user's Claude Code status line setting. (Tools: Read, Edit)"
hibench.benchmark.v1,claude-code-2.1.163-hi,claude-code,2.1.163,1,7,subagent_7,text_mention,False,tools.8.description,3031,697,"Use this tool ONLY when explicitly instructed to work in a worktree — either by the user directly, or by project instruc"
hibench.benchmark.v1,claude-code-2.1.163-hi,claude-code,2.1.163,1,8,subagent_8,text_mention,False,tools.18.description,1049,221,"DEPRECATED: Background tasks return their output file path in the tool result, and you receive a <task-notification> wit"
hibench.benchmark.v1,claude-code-2.1.163-hi,claude-code,2.1.163,1,9,subagent_9,text_mention,False,tools.23.description,18460,4231,Execute a workflow script that orchestrates multiple subagents deterministically. Workflows run in the background — this
hibench.benchmark.v1,claude-code-2.1.165-hi,claude-code,2.1.165,2,1,subagent_1,text_mention,False,messages.1.content,4464,1037,"The following skills are available for use with the Skill tool:

- deep-research: Deep research harness — fan-out web se"
hibench.benchmark.v1,claude-code-2.1.165-hi,claude-code,2.1.165,2,2,claude,declaration,True,tools.0.description.subagent.0,132,32,- claude: Catch-all for any task that doesn't fit a more specific agent. FleetView's default when no agent name is typed
hibench.benchmark.v1,claude-code-2.1.165-hi,claude-code,2.1.165,2,3,Explore,declaration,True,tools.0.description.subagent.1,482,99,"- Explore: Read-only search agent for broad fan-out searches — when answering means sweeping many files, directories, or"
hibench.benchmark.v1,claude-code-2.1.165-hi,claude-code,2.1.165,2,4,general-purpose,declaration,True,tools.0.description.subagent.2,309,61,"- general-purpose: General-purpose agent for researching complex questions, searching for code, and executing multi-step"
hibench.benchmark.v1,claude-code-2.1.165-hi,claude-code,2.1.165,2,5,Plan,declaration,True,tools.0.description.subagent.3,307,60,- Plan: Software architect agent for designing implementation plans. Use this when you need to plan the implementation s
hibench.benchmark.v1,claude-code-2.1.165-hi,claude-code,2.1.165,2,6,statusline-setup,declaration,True,tools.0.description.subagent.4,111,26,"- statusline-setup: Use this agent to configure the user's Claude Code status line setting. (Tools: Read, Edit)"
hibench.benchmark.v1,claude-code-2.1.165-hi,claude-code,2.1.165,2,7,subagent_7,text_mention,False,tools.8.description,3031,697,"Use this tool ONLY when explicitly instructed to work in a worktree — either by the user directly, or by project instruc"
hibench.benchmark.v1,claude-code-2.1.165-hi,claude-code,2.1.165,2,8,subagent_8,text_mention,False,tools.18.description,1049,221,"DEPRECATED: Background tasks return their output file path in the tool result, and you receive a <task-notification> wit"
hibench.benchmark.v1,claude-code-2.1.165-hi,claude-code,2.1.165,2,9,subagent_9,text_mention,False,tools.23.description,18460,4231,Execute a workflow script that orchestrates multiple subagents deterministically. Workflows run in the background — this
hibench.benchmark.v1,claude-code-2.1.166-hi,claude-code,2.1.166,2,1,subagent_1,text_mention,False,messages.1.content,4464,1037,"The following skills are available for use with the Skill tool:

- deep-research: Deep research harness — fan-out web se"
hibench.benchmark.v1,claude-code-2.1.166-hi,claude-code,2.1.166,2,2,claude,declaration,True,tools.0.description.subagent.0,132,32,- claude: Catch-all for any task that doesn't fit a more specific agent. FleetView's default when no agent name is typed
hibench.benchmark.v1,claude-code-2.1.166-hi,claude-code,2.1.166,2,3,Explore,declaration,True,tools.0.description.subagent.1,482,99,"- Explore: Read-only search agent for broad fan-out searches — when answering means sweeping many files, directories, or"
hibench.benchmark.v1,claude-code-2.1.166-hi,claude-code,2.1.166,2,4,general-purpose,declaration,True,tools.0.description.subagent.2,309,61,"- general-purpose: General-purpose agent for researching complex questions, searching for code, and executing multi-step"
hibench.benchmark.v1,claude-code-2.1.166-hi,claude-code,2.1.166,2,5,Plan,declaration,True,tools.0.description.subagent.3,307,60,- Plan: Software architect agent for designing implementation plans. Use this when you need to plan the implementation s
hibench.benchmark.v1,claude-code-2.1.166-hi,claude-code,2.1.166,2,6,statusline-setup,declaration,True,tools.0.description.subagent.4,111,26,"- statusline-setup: Use this agent to configure the user's Claude Code status line setting. (Tools: Read, Edit)"
hibench.benchmark.v1,claude-code-2.1.166-hi,claude-code,2.1.166,2,7,subagent_7,text_mention,False,tools.8.description,3031,697,"Use this tool ONLY when explicitly instructed to work in a worktree — either by the user directly, or by project instruc"
hibench.benchmark.v1,claude-code-2.1.166-hi,claude-code,2.1.166,2,8,subagent_8,text_mention,False,tools.18.description,1049,221,"DEPRECATED: Background tasks return their output file path in the tool result, and you receive a <task-notification> wit"
hibench.benchmark.v1,claude-code-2.1.166-hi,claude-code,2.1.166,2,9,subagent_9,text_mention,False,tools.23.description,18519,4243,Execute a workflow script that orchestrates multiple subagents deterministically. Workflows run in the background — this
hibench.benchmark.v1,claude-code-2.1.167-hi,claude-code,2.1.167,2,1,subagent_1,text_mention,False,messages.1.content,4464,1037,"The following skills are available for use with the Skill tool:

- deep-research: Deep research harness — fan-out web se"
hibench.benchmark.v1,claude-code-2.1.167-hi,claude-code,2.1.167,2,2,claude,declaration,True,tools.0.description.subagent.0,132,32,- claude: Catch-all for any task that doesn't fit a more specific agent. FleetView's default when no agent name is typed
hibench.benchmark.v1,claude-code-2.1.167-hi,claude-code,2.1.167,2,3,Explore,declaration,True,tools.0.description.subagent.1,482,99,"- Explore: Read-only search agent for broad fan-out searches — when answering means sweeping many files, directories, or"
hibench.benchmark.v1,claude-code-2.1.167-hi,claude-code,2.1.167,2,4,general-purpose,declaration,True,tools.0.description.subagent.2,309,61,"- general-purpose: General-purpose agent for researching complex questions, searching for code, and executing multi-step"
hibench.benchmark.v1,claude-code-2.1.167-hi,claude-code,2.1.167,2,5,Plan,declaration,True,tools.0.description.subagent.3,307,60,- Plan: Software architect agent for designing implementation plans. Use this when you need to plan the implementation s
hibench.benchmark.v1,claude-code-2.1.167-hi,claude-code,2.1.167,2,6,statusline-setup,declaration,True,tools.0.description.subagent.4,111,26,"- statusline-setup: Use this agent to configure the user's Claude Code status line setting. (Tools: Read, Edit)"
hibench.benchmark.v1,claude-code-2.1.167-hi,claude-code,2.1.167,2,7,subagent_7,text_mention,False,tools.8.description,3031,697,"Use this tool ONLY when explicitly instructed to work in a worktree — either by the user directly, or by project instruc"
hibench.benchmark.v1,claude-code-2.1.167-hi,claude-code,2.1.167,2,8,subagent_8,text_mention,False,tools.18.description,1049,221,"DEPRECATED: Background tasks return their output file path in the tool result, and you receive a <task-notification> wit"
hibench.benchmark.v1,claude-code-2.1.167-hi,claude-code,2.1.167,2,9,subagent_9,text_mention,False,tools.23.description,18519,4243,Execute a workflow script that orchestrates multiple subagents deterministically. Workflows run in the background — this
hibench.benchmark.v1,claude-code-2.1.168-hi,claude-code,2.1.168,2,1,subagent_1,text_mention,False,messages.1.content,4464,1037,"The following skills are available for use with the Skill tool:

- deep-research: Deep research harness — fan-out web se"
hibench.benchmark.v1,claude-code-2.1.168-hi,claude-code,2.1.168,2,2,claude,declaration,True,tools.0.description.subagent.0,132,32,- claude: Catch-all for any task that doesn't fit a more specific agent. FleetView's default when no agent name is typed
hibench.benchmark.v1,claude-code-2.1.168-hi,claude-code,2.1.168,2,3,Explore,declaration,True,tools.0.description.subagent.1,482,99,"- Explore: Read-only search agent for broad fan-out searches — when answering means sweeping many files, directories, or"
hibench.benchmark.v1,claude-code-2.1.168-hi,claude-code,2.1.168,2,4,general-purpose,declaration,True,tools.0.description.subagent.2,309,61,"- general-purpose: General-purpose agent for researching complex questions, searching for code, and executing multi-step"
hibench.benchmark.v1,claude-code-2.1.168-hi,claude-code,2.1.168,2,5,Plan,declaration,True,tools.0.description.subagent.3,307,60,- Plan: Software architect agent for designing implementation plans. Use this when you need to plan the implementation s
hibench.benchmark.v1,claude-code-2.1.168-hi,claude-code,2.1.168,2,6,statusline-setup,declaration,True,tools.0.description.subagent.4,111,26,"- statusline-setup: Use this agent to configure the user's Claude Code status line setting. (Tools: Read, Edit)"
hibench.benchmark.v1,claude-code-2.1.168-hi,claude-code,2.1.168,2,7,subagent_7,text_mention,False,tools.8.description,3031,697,"Use this tool ONLY when explicitly instructed to work in a worktree — either by the user directly, or by project instruc"
hibench.benchmark.v1,claude-code-2.1.168-hi,claude-code,2.1.168,2,8,subagent_8,text_mention,False,tools.18.description,1049,221,"DEPRECATED: Background tasks return their output file path in the tool result, and you receive a <task-notification> wit"
hibench.benchmark.v1,claude-code-2.1.168-hi,claude-code,2.1.168,2,9,subagent_9,text_mention,False,tools.23.description,18519,4243,Execute a workflow script that orchestrates multiple subagents deterministically. Workflows run in the background — this
hibench.benchmark.v1,claude-code-2.1.169-hi,claude-code,2.1.169,2,1,subagent_1,text_mention,False,messages.1.content,4464,1037,"The following skills are available for use with the Skill tool:

- deep-research: Deep research harness — fan-out web se"
hibench.benchmark.v1,claude-code-2.1.169-hi,claude-code,2.1.169,2,2,claude,declaration,True,tools.0.description.subagent.0,132,32,- claude: Catch-all for any task that doesn't fit a more specific agent. FleetView's default when no agent name is typed
hibench.benchmark.v1,claude-code-2.1.169-hi,claude-code,2.1.169,2,3,Explore,declaration,True,tools.0.description.subagent.1,482,99,"- Explore: Read-only search agent for broad fan-out searches — when answering means sweeping many files, directories, or"
hibench.benchmark.v1,claude-code-2.1.169-hi,claude-code,2.1.169,2,4,general-purpose,declaration,True,tools.0.description.subagent.2,309,61,"- general-purpose: General-purpose agent for researching complex questions, searching for code, and executing multi-step"
hibench.benchmark.v1,claude-code-2.1.169-hi,claude-code,2.1.169,2,5,Plan,declaration,True,tools.0.description.subagent.3,307,60,- Plan: Software architect agent for designing implementation plans. Use this when you need to plan the implementation s
hibench.benchmark.v1,claude-code-2.1.169-hi,claude-code,2.1.169,2,6,statusline-setup,declaration,True,tools.0.description.subagent.4,111,26,"- statusline-setup: Use this agent to configure the user's Claude Code status line setting. (Tools: Read, Edit)"
hibench.benchmark.v1,claude-code-2.1.169-hi,claude-code,2.1.169,2,7,subagent_7,text_mention,False,tools.8.description,3031,697,"Use this tool ONLY when explicitly instructed to work in a worktree — either by the user directly, or by project instruc"
hibench.benchmark.v1,claude-code-2.1.169-hi,claude-code,2.1.169,2,8,subagent_8,text_mention,False,tools.18.description,1049,221,"DEPRECATED: Background tasks return their output file path in the tool result, and you receive a <task-notification> wit"
hibench.benchmark.v1,claude-code-2.1.169-hi,claude-code,2.1.169,2,9,subagent_9,text_mention,False,tools.23.description,18519,4243,Execute a workflow script that orchestrates multiple subagents deterministically. Workflows run in the background — this
hibench.benchmark.v1,claude-code-2.1.170-hi,claude-code,2.1.170,2,1,subagent_1,text_mention,False,messages.1.content,4471,1040,"The following skills are available for use with the Skill tool:

- deep-research: Deep research harness — fan-out web se"
hibench.benchmark.v1,claude-code-2.1.170-hi,claude-code,2.1.170,2,2,claude,declaration,True,tools.0.description.subagent.0,132,32,- claude: Catch-all for any task that doesn't fit a more specific agent. FleetView's default when no agent name is typed
hibench.benchmark.v1,claude-code-2.1.170-hi,claude-code,2.1.170,2,3,Explore,declaration,True,tools.0.description.subagent.1,482,99,"- Explore: Read-only search agent for broad fan-out searches — when answering means sweeping many files, directories, or"
hibench.benchmark.v1,claude-code-2.1.170-hi,claude-code,2.1.170,2,4,general-purpose,declaration,True,tools.0.description.subagent.2,309,61,"- general-purpose: General-purpose agent for researching complex questions, searching for code, and executing multi-step"
hibench.benchmark.v1,claude-code-2.1.170-hi,claude-code,2.1.170,2,5,Plan,declaration,True,tools.0.description.subagent.3,307,60,- Plan: Software architect agent for designing implementation plans. Use this when you need to plan the implementation s
hibench.benchmark.v1,claude-code-2.1.170-hi,claude-code,2.1.170,2,6,statusline-setup,declaration,True,tools.0.description.subagent.4,111,26,"- statusline-setup: Use this agent to configure the user's Claude Code status line setting. (Tools: Read, Edit)"
hibench.benchmark.v1,claude-code-2.1.170-hi,claude-code,2.1.170,2,7,subagent_7,text_mention,False,tools.8.description,3031,697,"Use this tool ONLY when explicitly instructed to work in a worktree — either by the user directly, or by project instruc"
hibench.benchmark.v1,claude-code-2.1.170-hi,claude-code,2.1.170,2,8,subagent_8,text_mention,False,tools.18.description,1049,221,"DEPRECATED: Background tasks return their output file path in the tool result, and you receive a <task-notification> wit"
hibench.benchmark.v1,claude-code-2.1.170-hi,claude-code,2.1.170,2,9,subagent_9,text_mention,False,tools.23.description,18519,4243,Execute a workflow script that orchestrates multiple subagents deterministically. Workflows run in the background — this
hibench.benchmark.v1,claude-code-2.1.172-hi,claude-code,2.1.172,2,1,subagent_1,text_mention,False,messages.1.content,4471,1040,"The following skills are available for use with the Skill tool:

- deep-research: Deep research harness — fan-out web se"
hibench.benchmark.v1,claude-code-2.1.172-hi,claude-code,2.1.172,2,2,claude,declaration,True,tools.0.description.subagent.0,132,32,- claude: Catch-all for any task that doesn't fit a more specific agent. FleetView's default when no agent name is typed
hibench.benchmark.v1,claude-code-2.1.172-hi,claude-code,2.1.172,2,3,Explore,declaration,True,tools.0.description.subagent.1,482,99,"- Explore: Read-only search agent for broad fan-out searches — when answering means sweeping many files, directories, or"
hibench.benchmark.v1,claude-code-2.1.172-hi,claude-code,2.1.172,2,4,general-purpose,declaration,True,tools.0.description.subagent.2,309,61,"- general-purpose: General-purpose agent for researching complex questions, searching for code, and executing multi-step"
hibench.benchmark.v1,claude-code-2.1.172-hi,claude-code,2.1.172,2,5,Plan,declaration,True,tools.0.description.subagent.3,307,60,- Plan: Software architect agent for designing implementation plans. Use this when you need to plan the implementation s
hibench.benchmark.v1,claude-code-2.1.172-hi,claude-code,2.1.172,2,6,statusline-setup,declaration,True,tools.0.description.subagent.4,111,26,"- statusline-setup: Use this agent to configure the user's Claude Code status line setting. (Tools: Read, Edit)"
hibench.benchmark.v1,claude-code-2.1.172-hi,claude-code,2.1.172,2,7,subagent_7,text_mention,False,tools.8.description,3031,697,"Use this tool ONLY when explicitly instructed to work in a worktree — either by the user directly, or by project instruc"
hibench.benchmark.v1,claude-code-2.1.172-hi,claude-code,2.1.172,2,8,subagent_8,text_mention,False,tools.18.description,1049,221,"DEPRECATED: Background tasks return their output file path in the tool result, and you receive a <task-notification> wit"
hibench.benchmark.v1,claude-code-2.1.172-hi,claude-code,2.1.172,2,9,subagent_9,text_mention,False,tools.23.description,18519,4243,Execute a workflow script that orchestrates multiple subagents deterministically. Workflows run in the background — this
hibench.benchmark.v1,claude-code-2.1.173-hi,claude-code,2.1.173,2,1,subagent_1,text_mention,False,messages.1.content,4471,1040,"The following skills are available for use with the Skill tool:

- deep-research: Deep research harness — fan-out web se"
hibench.benchmark.v1,claude-code-2.1.173-hi,claude-code,2.1.173,2,2,claude,declaration,True,tools.0.description.subagent.0,132,32,- claude: Catch-all for any task that doesn't fit a more specific agent. FleetView's default when no agent name is typed
hibench.benchmark.v1,claude-code-2.1.173-hi,claude-code,2.1.173,2,3,Explore,declaration,True,tools.0.description.subagent.1,482,99,"- Explore: Read-only search agent for broad fan-out searches — when answering means sweeping many files, directories, or"
hibench.benchmark.v1,claude-code-2.1.173-hi,claude-code,2.1.173,2,4,general-purpose,declaration,True,tools.0.description.subagent.2,309,61,"- general-purpose: General-purpose agent for researching complex questions, searching for code, and executing multi-step"
hibench.benchmark.v1,claude-code-2.1.173-hi,claude-code,2.1.173,2,5,Plan,declaration,True,tools.0.description.subagent.3,307,60,- Plan: Software architect agent for designing implementation plans. Use this when you need to plan the implementation s
hibench.benchmark.v1,claude-code-2.1.173-hi,claude-code,2.1.173,2,6,statusline-setup,declaration,True,tools.0.description.subagent.4,111,26,"- statusline-setup: Use this agent to configure the user's Claude Code status line setting. (Tools: Read, Edit)"
hibench.benchmark.v1,claude-code-2.1.173-hi,claude-code,2.1.173,2,7,subagent_7,text_mention,False,tools.8.description,3031,697,"Use this tool ONLY when explicitly instructed to work in a worktree — either by the user directly, or by project instruc"
hibench.benchmark.v1,claude-code-2.1.173-hi,claude-code,2.1.173,2,8,subagent_8,text_mention,False,tools.18.description,1049,221,"DEPRECATED: Background tasks return their output file path in the tool result, and you receive a <task-notification> wit"
hibench.benchmark.v1,claude-code-2.1.173-hi,claude-code,2.1.173,2,9,subagent_9,text_mention,False,tools.23.description,18519,4243,Execute a workflow script that orchestrates multiple subagents deterministically. Workflows run in the background — this
hibench.benchmark.v1,claude-code-2.1.174-hi,claude-code,2.1.174,2,1,subagent_1,text_mention,False,messages.1.content,4471,1040,"The following skills are available for use with the Skill tool:

- deep-research: Deep research harness — fan-out web se"
hibench.benchmark.v1,claude-code-2.1.174-hi,claude-code,2.1.174,2,2,claude,declaration,True,tools.0.description.subagent.0,132,32,- claude: Catch-all for any task that doesn't fit a more specific agent. FleetView's default when no agent name is typed
hibench.benchmark.v1,claude-code-2.1.174-hi,claude-code,2.1.174,2,3,Explore,declaration,True,tools.0.description.subagent.1,482,99,"- Explore: Read-only search agent for broad fan-out searches — when answering means sweeping many files, directories, or"
hibench.benchmark.v1,claude-code-2.1.174-hi,claude-code,2.1.174,2,4,general-purpose,declaration,True,tools.0.description.subagent.2,309,61,"- general-purpose: General-purpose agent for researching complex questions, searching for code, and executing multi-step"
hibench.benchmark.v1,claude-code-2.1.174-hi,claude-code,2.1.174,2,5,Plan,declaration,True,tools.0.description.subagent.3,307,60,- Plan: Software architect agent for designing implementation plans. Use this when you need to plan the implementation s
hibench.benchmark.v1,claude-code-2.1.174-hi,claude-code,2.1.174,2,6,statusline-setup,declaration,True,tools.0.description.subagent.4,111,26,"- statusline-setup: Use this agent to configure the user's Claude Code status line setting. (Tools: Read, Edit)"
hibench.benchmark.v1,claude-code-2.1.174-hi,claude-code,2.1.174,2,7,subagent_7,text_mention,False,tools.9.description,3031,697,"Use this tool ONLY when explicitly instructed to work in a worktree — either by the user directly, or by project instruc"
hibench.benchmark.v1,claude-code-2.1.174-hi,claude-code,2.1.174,2,8,subagent_8,text_mention,False,tools.19.description,1049,221,"DEPRECATED: Background tasks return their output file path in the tool result, and you receive a <task-notification> wit"
hibench.benchmark.v1,claude-code-2.1.174-hi,claude-code,2.1.174,2,9,subagent_9,text_mention,False,tools.24.description,18519,4243,Execute a workflow script that orchestrates multiple subagents deterministically. Workflows run in the background — this
hibench.benchmark.v1,claude-code-2.1.175-hi,claude-code,2.1.175,2,1,subagent_1,text_mention,False,messages.1.content,4471,1040,"The following skills are available for use with the Skill tool:

- deep-research: Deep research harness — fan-out web se"
hibench.benchmark.v1,claude-code-2.1.175-hi,claude-code,2.1.175,2,2,claude,declaration,True,tools.0.description.subagent.0,132,32,- claude: Catch-all for any task that doesn't fit a more specific agent. FleetView's default when no agent name is typed
hibench.benchmark.v1,claude-code-2.1.175-hi,claude-code,2.1.175,2,3,Explore,declaration,True,tools.0.description.subagent.1,482,99,"- Explore: Read-only search agent for broad fan-out searches — when answering means sweeping many files, directories, or"
hibench.benchmark.v1,claude-code-2.1.175-hi,claude-code,2.1.175,2,4,general-purpose,declaration,True,tools.0.description.subagent.2,309,61,"- general-purpose: General-purpose agent for researching complex questions, searching for code, and executing multi-step"
hibench.benchmark.v1,claude-code-2.1.175-hi,claude-code,2.1.175,2,5,Plan,declaration,True,tools.0.description.subagent.3,307,60,- Plan: Software architect agent for designing implementation plans. Use this when you need to plan the implementation s
hibench.benchmark.v1,claude-code-2.1.175-hi,claude-code,2.1.175,2,6,statusline-setup,declaration,True,tools.0.description.subagent.4,111,26,"- statusline-setup: Use this agent to configure the user's Claude Code status line setting. (Tools: Read, Edit)"
hibench.benchmark.v1,claude-code-2.1.175-hi,claude-code,2.1.175,2,7,subagent_7,text_mention,False,tools.9.description,3031,697,"Use this tool ONLY when explicitly instructed to work in a worktree — either by the user directly, or by project instruc"
hibench.benchmark.v1,claude-code-2.1.175-hi,claude-code,2.1.175,2,8,subagent_8,text_mention,False,tools.19.description,1049,221,"DEPRECATED: Background tasks return their output file path in the tool result, and you receive a <task-notification> wit"
hibench.benchmark.v1,claude-code-2.1.175-hi,claude-code,2.1.175,2,9,subagent_9,text_mention,False,tools.24.description,18519,4243,Execute a workflow script that orchestrates multiple subagents deterministically. Workflows run in the background — this
hibench.benchmark.v1,claude-code-2.1.176-hi,claude-code,2.1.176,2,1,subagent_1,text_mention,False,messages.1.content,4471,1040,"The following skills are available for use with the Skill tool:

- deep-research: Deep research harness — fan-out web se"
hibench.benchmark.v1,claude-code-2.1.176-hi,claude-code,2.1.176,2,2,claude,declaration,True,tools.0.description.subagent.0,132,32,- claude: Catch-all for any task that doesn't fit a more specific agent. FleetView's default when no agent name is typed
hibench.benchmark.v1,claude-code-2.1.176-hi,claude-code,2.1.176,2,3,Explore,declaration,True,tools.0.description.subagent.1,482,99,"- Explore: Read-only search agent for broad fan-out searches — when answering means sweeping many files, directories, or"
hibench.benchmark.v1,claude-code-2.1.176-hi,claude-code,2.1.176,2,4,general-purpose,declaration,True,tools.0.description.subagent.2,309,61,"- general-purpose: General-purpose agent for researching complex questions, searching for code, and executing multi-step"
hibench.benchmark.v1,claude-code-2.1.176-hi,claude-code,2.1.176,2,5,Plan,declaration,True,tools.0.description.subagent.3,307,60,- Plan: Software architect agent for designing implementation plans. Use this when you need to plan the implementation s
hibench.benchmark.v1,claude-code-2.1.176-hi,claude-code,2.1.176,2,6,statusline-setup,declaration,True,tools.0.description.subagent.4,111,26,"- statusline-setup: Use this agent to configure the user's Claude Code status line setting. (Tools: Read, Edit)"
hibench.benchmark.v1,claude-code-2.1.176-hi,claude-code,2.1.176,2,7,subagent_7,text_mention,False,tools.0.input_schema.properties.model.description,254,52,"Optional model override for this agent. Takes precedence over the agent definition's model frontmatter. If omitted, uses"
hibench.benchmark.v1,claude-code-2.1.176-hi,claude-code,2.1.176,2,8,subagent_8,text_mention,False,tools.9.description,3031,697,"Use this tool ONLY when explicitly instructed to work in a worktree — either by the user directly, or by project instruc"
hibench.benchmark.v1,claude-code-2.1.176-hi,claude-code,2.1.176,2,9,subagent_9,text_mention,False,tools.19.description,1049,221,"DEPRECATED: Background tasks return their output file path in the tool result, and you receive a <task-notification> wit"
hibench.benchmark.v1,claude-code-2.1.176-hi,claude-code,2.1.176,2,10,subagent_10,text_mention,False,tools.24.description,18519,4243,Execute a workflow script that orchestrates multiple subagents deterministically. Workflows run in the background — this
hibench.benchmark.v1,claude-code-2.1.177-hi,claude-code,2.1.177,2,1,subagent_1,text_mention,False,messages.1.content,4471,1040,"The following skills are available for use with the Skill tool:

- deep-research: Deep research harness — fan-out web se"
hibench.benchmark.v1,claude-code-2.1.177-hi,claude-code,2.1.177,2,2,claude,declaration,True,tools.0.description.subagent.0,132,32,- claude: Catch-all for any task that doesn't fit a more specific agent. FleetView's default when no agent name is typed
hibench.benchmark.v1,claude-code-2.1.177-hi,claude-code,2.1.177,2,3,Explore,declaration,True,tools.0.description.subagent.1,482,99,"- Explore: Read-only search agent for broad fan-out searches — when answering means sweeping many files, directories, or"
hibench.benchmark.v1,claude-code-2.1.177-hi,claude-code,2.1.177,2,4,general-purpose,declaration,True,tools.0.description.subagent.2,309,61,"- general-purpose: General-purpose agent for researching complex questions, searching for code, and executing multi-step"
hibench.benchmark.v1,claude-code-2.1.177-hi,claude-code,2.1.177,2,5,Plan,declaration,True,tools.0.description.subagent.3,307,60,- Plan: Software architect agent for designing implementation plans. Use this when you need to plan the implementation s
hibench.benchmark.v1,claude-code-2.1.177-hi,claude-code,2.1.177,2,6,statusline-setup,declaration,True,tools.0.description.subagent.4,111,26,"- statusline-setup: Use this agent to configure the user's Claude Code status line setting. (Tools: Read, Edit)"
hibench.benchmark.v1,claude-code-2.1.177-hi,claude-code,2.1.177,2,7,subagent_7,text_mention,False,tools.0.input_schema.properties.model.description,254,52,"Optional model override for this agent. Takes precedence over the agent definition's model frontmatter. If omitted, uses"
hibench.benchmark.v1,claude-code-2.1.177-hi,claude-code,2.1.177,2,8,subagent_8,text_mention,False,tools.9.description,3031,697,"Use this tool ONLY when explicitly instructed to work in a worktree — either by the user directly, or by project instruc"
hibench.benchmark.v1,claude-code-2.1.177-hi,claude-code,2.1.177,2,9,subagent_9,text_mention,False,tools.19.description,1049,221,"DEPRECATED: Background tasks return their output file path in the tool result, and you receive a <task-notification> wit"
hibench.benchmark.v1,claude-code-2.1.177-hi,claude-code,2.1.177,2,10,subagent_10,text_mention,False,tools.24.description,18519,4243,Execute a workflow script that orchestrates multiple subagents deterministically. Workflows run in the background — this
hibench.benchmark.v1,claude-code-2.1.178-hi,claude-code,2.1.178,2,1,claude,declaration,True,messages.1.content.subagent.0,132,32,- claude: Catch-all for any task that doesn't fit a more specific agent. FleetView's default when no agent name is typed
hibench.benchmark.v1,claude-code-2.1.178-hi,claude-code,2.1.178,2,2,Explore,declaration,True,messages.1.content.subagent.1,482,99,"- Explore: Read-only search agent for broad fan-out searches — when answering means sweeping many files, directories, or"
hibench.benchmark.v1,claude-code-2.1.178-hi,claude-code,2.1.178,2,3,general-purpose,declaration,True,messages.1.content.subagent.2,309,61,"- general-purpose: General-purpose agent for researching complex questions, searching for code, and executing multi-step"
hibench.benchmark.v1,claude-code-2.1.178-hi,claude-code,2.1.178,2,4,Plan,declaration,True,messages.1.content.subagent.3,307,60,- Plan: Software architect agent for designing implementation plans. Use this when you need to plan the implementation s
hibench.benchmark.v1,claude-code-2.1.178-hi,claude-code,2.1.178,2,5,statusline-setup,declaration,True,messages.1.content.subagent.4,111,26,"- statusline-setup: Use this agent to configure the user's Claude Code status line setting. (Tools: Read, Edit)"
hibench.benchmark.v1,claude-code-2.1.178-hi,claude-code,2.1.178,2,6,subagent_6,text_mention,False,tools.0.description,1227,258,"Launch a new agent to handle complex, multi-step tasks. Each agent type has specific capabilities and tools available to"
hibench.benchmark.v1,claude-code-2.1.178-hi,claude-code,2.1.178,2,7,subagent_7,text_mention,False,tools.0.input_schema.properties.model.description,254,52,"Optional model override for this agent. Takes precedence over the agent definition's model frontmatter. If omitted, uses"
hibench.benchmark.v1,claude-code-2.1.178-hi,claude-code,2.1.178,2,8,subagent_8,text_mention,False,tools.9.description,3031,697,"Use this tool ONLY when explicitly instructed to work in a worktree — either by the user directly, or by project instruc"
hibench.benchmark.v1,claude-code-2.1.178-hi,claude-code,2.1.178,2,9,subagent_9,text_mention,False,tools.19.description,1049,221,"DEPRECATED: Background tasks return their output file path in the tool result, and you receive a <task-notification> wit"
hibench.benchmark.v1,claude-code-2.1.178-hi,claude-code,2.1.178,2,10,subagent_10,text_mention,False,tools.24.description,18780,4307,Execute a workflow script that orchestrates multiple subagents deterministically. Workflows run in the background — this
